news_id,headline,body_text,source,label
309,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
310,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,BBC,Fake
311,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Unknown News,Real
312,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,Unknown News,Real
313,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Daily Star,Fake
314,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
315,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,CNN,Fake
316,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Daily Star,Fake
317,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
318,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
319,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,CNN,Fake
320,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,BBC,Real
321,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
322,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Unknown News,Real
323,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Reuters,Fake
324,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
325,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,CNN,Real
326,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Fake
327,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
328,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
329,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
330,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
331,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Unknown News,Real
332,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,BBC,Fake
333,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Reuters,Fake
334,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
335,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
336,Global economy faces recession,Experts believe this is a significant technological advancement.,Unknown News,Real
337,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
338,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Reuters,Real
339,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Fake
340,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Daily Star,Real
341,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,Fake
342,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
343,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,BBC,Real
344,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
345,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
346,Government announces major job reforms,Experts believe this is a significant technological advancement.,Daily Star,Fake
347,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
348,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,BBC,Real
349,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
350,New metro rail launched in Dhaka,The news went viral on social media after noon.,Unknown News,Real
351,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
352,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
353,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
354,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,Fake
355,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
356,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Reuters,Fake
357,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
358,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,CNN,Real
359,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Daily Star,Real
360,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
361,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,CNN,Fake
362,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Fake
363,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,Daily Star,Fake
364,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
365,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Unknown News,Fake
